input,output
2700,0.7
2800,0.7
2900,0.92
3000,1.14
3100,1.35
3200,1.57
3300,1.78
3400,2.1
3500,2.75
3600,3.5
3700,4.25
3800,5.0
3900,5.75
4000,6.5
4100,7.35
4200,8.45
4300,9.76
4400,11.23
4500,12.89
4600,14.75
4700,16.83
4800,19.15
4900,21.73
5000,24.59
5100,27.76
5200,31.27
5300,35.15
5400,39.41
5500,44.11
5600,49.26
5700,54.9
5800,61.08
5900,67.83
6000,75.19
6100,83.21
6200,91.93
6300,100.0
6400,100.0
6500,100.0
6600,100.0
